,Epoch:,Cost:,Accuracy:
0,0,0.492138306831,113
1,1,0.473212162134,121
2,2,0.461505840656,123
3,3,0.454672777676,127
4,4,0.450597246204,128
5,5,0.446771751911,128
6,6,0.441249000594,129
7,7,0.438119239449,130
8,8,0.436297918033,129
9,9,0.431864868315,126
10,10,0.429723789943,128
11,11,0.427894073919,129
12,12,0.425173793182,126
13,13,0.422911595379,129
14,14,0.421857253897,128
15,15,0.418105654362,128
16,16,0.417340934726,129
17,17,0.415907269339,129
18,18,0.414178261775,130
19,19,0.412334187287,129
20,20,0.412211643033,128
21,21,0.409109628035,129
22,22,0.409293236482,129
23,23,0.406779278393,129
24,24,0.405579218876,126
25,25,0.405813778315,129
26,26,0.403391955315,128
27,27,0.402350704686,129
28,28,0.400633593676,126
29,29,0.398670752083,126
30,30,0.398483541168,127
31,31,0.396946518532,129
32,32,0.397332522395,128
33,33,0.392577245006,127
34,34,0.393207478007,128
35,35,0.39032694812,129
36,36,0.392233951508,128
37,37,0.390666863358,127
38,38,0.388790161168,129
39,39,0.386050004837,129
40,40,0.386113339476,127
41,41,0.384420419162,131
42,42,0.383320668757,130
43,43,0.383974460016,131
44,44,0.383356834956,128
45,45,0.380222925543,130
46,46,0.379162552568,131
47,47,0.378770614454,128
48,48,0.377292236101,130
49,49,0.377185292214,130
50,50,0.376076462927,133
51,51,0.375940671743,132
52,52,0.374342374864,130
53,53,0.37442959117,135
54,54,0.372025746981,134
55,55,0.375081782803,134
56,56,0.371471166716,134
57,57,0.369846028609,134
58,58,0.368280865863,135
59,59,0.368062352019,136
60,60,0.368894303634,135
61,61,0.367104902612,135
62,62,0.366075230976,133
63,63,0.363669847277,135
64,64,0.36435465748,135
65,65,0.363439645184,133
66,66,0.362042656041,135
67,67,0.361444531523,135
68,68,0.361130765678,134
69,69,0.359301712008,134
70,70,0.360478051676,134
71,71,0.358830546519,133
72,72,0.357263164808,134
73,73,0.358672715761,137
74,74,0.356075618259,135
75,75,0.356019875487,138
76,76,0.356326561448,137
77,77,0.353921795518,136
78,78,0.352890362228,137
79,79,0.353467188418,138
80,80,0.353767754998,135
81,81,0.35251423824,137
82,82,0.350383721685,139
83,83,0.350291956938,137
84,84,0.35003284508,139
85,85,0.348763543215,136
86,86,0.348842179019,136
87,87,0.347703684971,137
88,88,0.346713220873,141
89,89,0.347356777726,135
90,90,0.344673865114,135
91,91,0.346277026111,138
92,92,0.348296065544,136
93,93,0.344636660192,136
94,94,0.342449502245,138
95,95,0.342079627028,136
96,96,0.344343737791,135
97,97,0.340757044238,135
98,98,0.339907713742,135
99,99,0.343928553429,134
