,Epoch:,Cost:,Accuracy:
0,0,0.457203023758,137
1,1,0.422844492441,134
2,2,0.411073434125,133
3,3,0.40413174946,136
4,4,0.398444924406,137
5,5,0.392950323974,136
6,6,0.389758099352,137
7,7,0.385714902808,139
8,8,0.381546436285,138
9,9,0.378205183585,140
10,10,0.377505399568,139
11,11,0.373935205184,141
12,12,0.372693304536,140
13,13,0.371181425486,139
14,14,0.367742980562,141
15,15,0.366591792657,138
16,16,0.3643174946,140
17,17,0.362589632829,141
18,18,0.359211663067,140
19,19,0.3586587473,142
20,20,0.355412526998,140
21,21,0.355250539957,141
22,22,0.353252699784,140
23,23,0.352367170626,140
24,24,0.349801295896,139
25,25,0.348386609071,139
26,26,0.347218142549,143
27,27,0.345730021598,142
28,28,0.344250539957,139
29,29,0.34252699784,141
30,30,0.342293736501,143
31,31,0.339414686825,143
32,32,0.338863930886,143
33,33,0.337030237581,141
34,34,0.33747300216,143
35,35,0.333835853132,142
36,36,0.333708423326,142
37,37,0.334615550756,143
38,38,0.331669546436,145
39,39,0.331915766739,145
40,40,0.329913606911,144
41,41,0.328745140389,142
42,42,0.326676025918,146
43,43,0.326272138229,143
44,44,0.325926565875,142
45,45,0.323706263499,149
46,46,0.322825053996,144
47,47,0.32173650108,144
48,48,0.321220302376,144
49,49,0.320326133909,143
50,50,0.320144708423,146
51,51,0.319501079914,145
52,52,0.317781857451,147
53,53,0.317645788337,146
54,54,0.315215982721,144
55,55,0.314475161987,144
56,56,0.31338012959,146
57,57,0.312926565875,143
58,58,0.312408207343,142
59,59,0.310460043197,145
60,60,0.308794816415,147
61,61,0.310701943844,145
62,62,0.307786177106,146
63,63,0.308442764579,144
64,64,0.305455723542,146
65,65,0.306051835853,144
66,66,0.305740820734,144
67,67,0.304727861771,144
68,68,0.30398488121,142
69,69,0.302993520518,147
70,70,0.302267818575,142
71,71,0.301684665227,142
72,72,0.300287257019,145
73,73,0.300319654428,141
74,74,0.298801295896,142
75,75,0.297390928726,142
76,76,0.297406047516,144
77,77,0.299215982721,140
78,78,0.29598488121,144
79,79,0.295464362851,144
80,80,0.294706263499,144
81,81,0.292632829374,145
82,82,0.29338012959,144
83,83,0.294326133909,143
84,84,0.291917926566,143
85,85,0.292667386609,146
86,86,0.292496760259,142
87,87,0.291021598272,144
88,88,0.290298056156,145
89,89,0.290747300216,143
90,90,0.289971922246,144
91,91,0.289295896328,144
92,92,0.289924406048,145
93,93,0.28747300216,142
94,94,0.287362850972,142
95,95,0.287503239741,143
96,96,0.291295896328,148
97,97,0.288326133909,143
98,98,0.285023758099,143
99,99,0.286045356371,145
100,100,0.284265658747,142
101,101,0.284451403888,144
102,102,0.284617710583,146
103,103,0.28418574514,145
104,104,0.28517062635,146
105,105,0.282200863931,141
106,106,0.283179265659,144
107,107,0.281764578834,144
108,108,0.281192224622,140
109,109,0.281272138229,144
110,110,0.281075593952,146
111,111,0.281401727862,143
112,112,0.279667386609,142
113,113,0.278924406048,141
114,114,0.279622030238,142
115,115,0.278373650108,144
116,116,0.278274298056,146
117,117,0.277103671706,142
118,118,0.276755939525,142
119,119,0.276676025918,141
120,120,0.275555075594,142
121,121,0.276181425486,143
122,122,0.276198704104,142
123,123,0.27661987041,143
124,124,0.275885529158,143
125,125,0.274457883369,142
126,126,0.274887688985,140
127,127,0.273276457883,143
128,128,0.274835853132,145
129,129,0.274002159827,140
130,130,0.276347732181,149
131,131,0.273045356371,144
132,132,0.274075593952,142
133,133,0.271978401728,147
134,134,0.271624190065,145
135,135,0.273028077754,140
136,136,0.27256587473,146
137,137,0.27111663067,146
138,138,0.272129589633,147
139,139,0.272822894168,147
140,140,0.270319654428,144
141,141,0.271656587473,147
142,142,0.270691144708,144
143,143,0.269425485961,144
144,144,0.270136069114,141
145,145,0.268859611231,144
146,146,0.269654427646,141
147,147,0.268386609071,146
148,148,0.270233261339,147
149,149,0.267846652268,144
150,150,0.267781857451,144
151,151,0.268885529158,145
152,152,0.266788336933,142
153,153,0.266989200864,142
154,154,0.266447084233,142
155,155,0.265190064795,143
156,156,0.266071274298,144
157,157,0.265820734341,142
158,158,0.26535637149,144
159,159,0.26613174946,145
160,160,0.26401511879,146
161,161,0.264440604752,146
162,162,0.263442764579,145
163,163,0.26798488121,145
164,164,0.265879049676,144
165,165,0.263539956803,147
166,166,0.262904967603,144
167,167,0.262406047516,143
168,168,0.262874730022,143
169,169,0.262388768898,147
170,170,0.26447300216,143
171,171,0.262980561555,145
172,172,0.263006479482,147
173,173,0.262503239741,147
174,174,0.26322462203,145
175,175,0.261323974082,146
176,176,0.260531317495,145
177,177,0.260948164147,146
178,178,0.260665226782,144
179,179,0.26026349892,142
180,180,0.259641468683,145
181,181,0.259613390929,151
182,182,0.259431965443,147
183,183,0.258360691145,142
184,184,0.258898488121,142
185,185,0.258971922246,144
186,186,0.258920086393,147
187,187,0.258164146868,146
188,188,0.25822462203,144
