,Epoch:,Cost:,Accuracy:
0,0,0.229889848812,150
1,1,0.223928725702,148
2,2,0.224315334773,145
3,3,0.225533477322,145
4,4,0.223313174946,149
5,5,0.231576673866,152
6,6,0.222250539957,149
7,7,0.22381425486,151
8,8,0.222874730022,146
9,9,0.222017278618,147
10,10,0.222840172786,150
11,11,0.222149028078,149
12,12,0.223440604752,146
13,13,0.220669546436,147
14,14,0.221086393089,148
15,15,0.22113174946,147
16,16,0.220676025918,152
17,17,0.221064794816,147
18,18,0.221049676026,149
19,19,0.221142548596,146
20,20,0.220777537797,145
21,21,0.220509719222,151
22,22,0.220192224622,153
23,23,0.220293736501,147
24,24,0.219548596112,151
25,25,0.218626349892,150
26,26,0.220138228942,152
27,27,0.220818574514,152
28,28,0.218991360691,150
29,29,0.217436285097,149
30,30,0.21764362851,148
31,31,0.219172786177,149
32,32,0.219693304536,148
33,33,0.219118790497,153
34,34,0.216663066955,150
35,35,0.217282937365,148
36,36,0.218805615551,150
37,37,0.21794600432,151
38,38,0.216075593952,149
39,39,0.21705399568,149
40,40,0.215717062635,148
41,41,0.218073434125,148
42,42,0.217069114471,149
43,43,0.214976241901,147
44,44,0.216943844492,147
45,45,0.218390928726,149
46,46,0.217017278618,147
47,47,0.215032397408,150
48,48,0.215645788337,149
49,49,0.215470842333,149
50,50,0.213665226782,148
51,51,0.215358531317,148
52,52,0.213507559395,148
53,53,0.218799136069,150
54,54,0.216086393089,147
55,55,0.213291576674,150
56,56,0.213976241901,150
57,57,0.212157667387,152
58,58,0.213360691145,147
59,59,0.214095032397,151
60,60,0.213684665227,151
61,61,0.21205399568,150
62,62,0.213425485961,151
63,63,0.212611231102,150
64,64,0.211453563715,149
65,65,0.214071274298,153
66,66,0.212477321814,148
67,67,0.211872570194,148
68,68,0.211455723542,150
69,69,0.212261339093,151
70,70,0.211580993521,152
71,71,0.211343412527,149
72,72,0.210727861771,148
73,73,0.210025917927,148
74,74,0.210485961123,144
75,75,0.21075161987,149
76,76,0.209915766739,148
77,77,0.211051835853,150
78,78,0.208522678186,148
79,79,0.211900647948,153
80,80,0.210719222462,148
81,81,0.210213822894,147
82,82,0.212017278618,149
83,83,0.210332613391,146
84,84,0.211710583153,151
85,85,0.209403887689,149
86,86,0.208144708423,149
87,87,0.210062634989,147
88,88,0.210019438445,152
89,89,0.210140388769,147
90,90,0.208252699784,147
91,91,0.208773218143,145
92,92,0.207166306695,149
93,93,0.208157667387,151
94,94,0.207652267819,151
95,95,0.206574514039,148
96,96,0.208784017279,146
97,97,0.208501079914,153
98,98,0.206585313175,146
99,99,0.210505399568,150
100,100,0.207347732181,150
101,101,0.208120950324,149
102,102,0.206822894168,152
103,103,0.20930237581,149
104,104,0.208747300216,150
105,105,0.207205183585,151
106,106,0.206179265659,145
107,107,0.205889848812,148
108,108,0.207056155508,147
109,109,0.207228941685,152
110,110,0.204710583153,148
111,111,0.204753779698,147
112,112,0.207676025918,148
113,113,0.207300215983,149
114,114,0.204958963283,147
115,115,0.20581425486,152
116,116,0.204231101512,150
117,117,0.205544276458,152
118,118,0.20438012959,150
119,119,0.203153347732,148
120,120,0.203982721382,154
121,121,0.204362850972,150
122,122,0.203345572354,150
123,123,0.203125269978,146
124,124,0.203082073434,146
125,125,0.20552699784,147
126,126,0.207803455724,150
127,127,0.2013412527,149
128,128,0.201146868251,151
129,129,0.201509719222,149
130,130,0.203663066955,145
131,131,0.202667386609,147
132,132,0.201827213823,150
133,133,0.200017278618,148
134,134,0.201844492441,150
135,135,0.20148812095,153
136,136,0.2023174946,150
137,137,0.200585313175,150
138,138,0.203360691145,146
139,139,0.202149028078,150
140,140,0.199412526998,152
141,141,0.200133909287,150
142,142,0.200421166307,146
143,143,0.200971922246,152
144,144,0.199742980562,151
145,145,0.199941684665,153
146,146,0.199334773218,149
147,147,0.199101511879,149
148,148,0.198548596112,149
149,149,0.199887688985,151
150,150,0.200388768898,149
151,151,0.200712742981,148
